time,n23g0013->n23g0013,n23g0013->n23g0015,n23g0013->n23g0016,n23g0013->n23g0017,n23g0013->n23g0018,n23g0013->n23g0019,n23g0013->n23g0022,n23g0013->n23g0024,n23g0015->n23g0013,n23g0015->n23g0015,n23g0015->n23g0016,n23g0015->n23g0017,n23g0015->n23g0018,n23g0015->n23g0019,n23g0015->n23g0022,n23g0015->n23g0024,n23g0016->n23g0013,n23g0016->n23g0015,n23g0016->n23g0016,n23g0016->n23g0017,n23g0016->n23g0018,n23g0016->n23g0019,n23g0016->n23g0022,n23g0016->n23g0024,n23g0017->n23g0013,n23g0017->n23g0015,n23g0017->n23g0016,n23g0017->n23g0017,n23g0017->n23g0018,n23g0017->n23g0019,n23g0017->n23g0022,n23g0017->n23g0024,n23g0018->n23g0013,n23g0018->n23g0015,n23g0018->n23g0016,n23g0018->n23g0017,n23g0018->n23g0018,n23g0018->n23g0019,n23g0018->n23g0022,n23g0018->n23g0024,n23g0019->n23g0013,n23g0019->n23g0015,n23g0019->n23g0016,n23g0019->n23g0017,n23g0019->n23g0018,n23g0019->n23g0019,n23g0019->n23g0022,n23g0019->n23g0024,n23g0022->n23g0013,n23g0022->n23g0015,n23g0022->n23g0016,n23g0022->n23g0017,n23g0022->n23g0018,n23g0022->n23g0019,n23g0022->n23g0022,n23g0022->n23g0024,n23g0024->n23g0013,n23g0024->n23g0015,n23g0024->n23g0016,n23g0024->n23g0017,n23g0024->n23g0018,n23g0024->n23g0019,n23g0024->n23g0022,n23g0024->n23g0024
15:26:39,0.000,0.042,0.039,0.040,0.038,0.039,0.160,0.038,0.048,0.000,0.041,0.038,0.038,0.039,0.147,0.044,0.047,0.044,0.000,0.047,0.044,0.044,0.156,0.044,0.049,0.048,0.046,0.000,0.047,0.046,0.157,0.043,0.048,0.045,0.046,0.053,0.000,0.045,0.058,0.042,0.046,0.043,0.043,0.045,0.044,0.000,0.052,0.042,0.078,0.048,0.131,0.138,0.127,0.135,0.000,0.144,0.051,0.043,0.038,0.039,0.039,0.039,0.038,0.000
15:26:40,0.000,0.044,0.039,0.038,0.041,0.038,0.152,0.038,0.048,0.000,0.040,0.038,0.038,0.038,0.148,0.043,0.047,0.042,0.000,0.047,0.046,0.043,0.161,0.044,0.054,0.048,0.057,0.000,0.047,0.045,0.157,0.044,0.050,0.046,0.054,0.046,0.000,0.045,0.054,0.042,0.047,0.046,0.044,0.050,0.044,0.000,0.052,0.043,0.077,0.049,0.135,0.141,0.130,0.136,0.000,0.135,0.048,0.042,0.042,0.039,0.042,0.039,0.091,0.000
15:26:41,0.000,0.042,0.040,0.039,0.039,0.041,0.157,0.043,0.052,0.000,0.039,0.038,0.039,0.039,0.155,0.054,0.052,0.042,0.000,0.045,0.046,0.044,0.160,0.048,0.049,0.042,0.046,0.000,0.044,0.044,0.151,0.046,0.050,0.045,0.051,0.045,0.000,0.046,0.236,0.042,0.049,0.043,0.044,0.045,0.043,0.000,0.054,0.047,0.047,0.043,0.134,0.133,0.127,0.133,0.000,0.045,0.052,0.041,0.041,0.039,0.039,0.041,0.038,0.000
15:26:42,0.000,0.047,0.039,0.039,0.040,0.043,0.158,0.039,0.049,0.000,0.044,0.039,0.038,0.038,0.144,0.044,0.048,0.042,0.000,0.047,0.047,0.058,0.152,0.044,0.049,0.047,0.046,0.000,0.048,0.045,0.159,0.046,0.048,0.047,0.050,0.047,0.000,0.045,0.050,0.045,0.045,0.042,0.047,0.045,0.043,0.000,0.050,0.041,0.044,0.041,0.131,0.133,0.132,0.131,0.000,0.179,0.050,0.042,0.041,0.039,0.040,0.042,0.039,0.000
15:26:43,0.000,0.043,0.039,0.038,0.041,0.039,0.154,0.039,0.046,0.000,0.040,0.041,0.038,0.039,0.154,0.044,0.050,0.043,0.000,0.046,0.045,0.043,0.156,0.043,0.060,0.051,0.047,0.000,0.045,0.045,0.154,0.044,0.047,0.045,0.047,0.044,0.000,0.045,0.057,0.042,0.047,0.044,0.043,0.045,0.042,0.000,0.051,0.043,0.050,0.048,0.133,0.139,0.133,0.136,0.000,0.046,0.047,0.041,0.039,0.038,0.044,0.039,0.034,0.000
15:26:44,0.000,0.043,0.040,0.039,0.039,0.041,0.152,0.039,0.049,0.000,0.042,0.038,0.038,0.038,0.152,0.044,0.047,0.044,0.000,0.046,0.045,0.045,0.155,0.047,0.055,0.047,0.047,0.000,0.046,0.049,0.155,0.044,0.047,0.043,0.043,0.045,0.000,0.043,0.049,0.040,0.048,0.043,0.043,0.049,0.043,0.000,0.051,0.043,0.047,0.043,0.133,0.126,0.130,0.137,0.000,0.058,0.050,0.041,0.041,0.039,0.037,0.038,0.036,0.000
15:26:45,0.000,0.045,0.039,0.040,0.043,0.040,0.157,0.039,0.054,0.000,0.040,0.038,0.038,0.040,0.143,0.048,0.073,0.039,0.000,0.042,0.042,0.044,0.151,0.044,0.053,0.046,0.048,0.000,0.045,0.046,0.180,0.045,0.049,0.044,0.050,0.044,0.000,0.048,0.056,0.042,0.046,0.045,0.044,0.047,0.043,0.000,0.052,0.043,0.046,0.041,0.126,0.127,0.129,0.170,0.000,0.147,0.050,0.040,0.040,0.039,0.041,0.040,0.038,0.000
15:26:46,0.000,0.043,0.042,0.038,0.040,0.039,0.154,0.040,0.050,0.000,0.044,0.037,0.038,0.039,0.152,0.038,0.051,0.047,0.000,0.044,0.044,0.047,0.153,0.045,0.045,0.039,0.039,0.000,0.039,0.039,0.048,0.044,0.049,0.045,0.044,0.044,0.000,0.045,0.050,0.047,0.046,0.044,0.043,0.043,0.045,0.000,0.051,0.042,0.064,0.044,0.130,0.131,0.131,0.136,0.000,0.138,0.048,0.042,0.040,0.037,0.038,0.039,0.129,0.000
15:26:47,0.000,0.043,0.040,0.052,0.037,0.040,0.176,0.038,0.047,0.000,0.047,0.037,0.038,0.037,0.146,0.047,0.073,0.043,0.000,0.045,0.044,0.046,0.051,0.053,0.051,0.042,0.045,0.000,0.041,0.045,0.153,0.041,0.041,0.036,0.043,0.038,0.000,0.040,0.046,0.037,0.046,0.043,0.043,0.043,0.062,0.000,0.051,0.042,0.062,0.038,0.040,0.132,0.135,0.138,0.000,0.044,0.049,0.041,0.045,0.039,0.037,0.047,0.034,0.000
15:26:48,0.000,0.042,0.040,0.040,0.041,0.063,0.161,0.042,0.047,0.000,0.042,0.039,0.037,0.043,0.149,0.043,0.049,0.044,0.000,0.048,0.043,0.044,0.163,0.051,0.052,0.046,0.049,0.000,0.046,0.046,0.161,0.042,0.048,0.045,0.049,0.050,0.000,0.044,0.040,0.041,0.046,0.040,0.043,0.042,0.042,0.000,0.129,0.043,0.050,0.043,0.138,0.131,0.132,0.134,0.000,0.043,0.049,0.044,0.043,0.039,0.039,0.044,0.051,0.000
15:26:49,0.000,0.041,0.040,0.038,0.039,0.055,0.161,0.038,0.047,0.000,0.038,0.038,0.040,0.039,0.150,0.049,0.055,0.042,0.000,0.045,0.045,0.058,0.158,0.043,0.049,0.048,0.046,0.000,0.046,0.046,0.154,0.042,0.049,0.046,0.045,0.045,0.000,0.047,0.052,0.041,0.053,0.043,0.043,0.045,0.042,0.000,0.056,0.042,0.048,0.042,0.131,0.131,0.133,0.132,0.000,0.145,0.050,0.045,0.043,0.039,0.038,0.040,0.038,0.000
15:26:50,0.000,0.043,0.040,0.038,0.040,0.040,0.194,0.038,0.048,0.000,0.041,0.038,0.040,0.038,0.150,0.045,0.048,0.050,0.000,0.047,0.046,0.045,0.157,0.043,0.051,0.048,0.047,0.000,0.046,0.046,0.162,0.043,0.050,0.044,0.051,0.046,0.000,0.044,0.052,0.041,0.055,0.049,0.046,0.046,0.045,0.000,0.052,0.043,0.046,0.046,0.133,0.131,0.131,0.133,0.000,0.041,0.071,0.041,0.041,0.040,0.038,0.044,0.161,0.000
15:26:51,0.000,0.042,0.038,0.045,0.047,0.041,0.152,0.041,0.047,0.000,0.040,0.037,0.038,0.043,0.145,0.048,0.047,0.042,0.000,0.045,0.042,0.046,0.155,0.042,0.052,0.044,0.045,0.000,0.048,0.042,0.154,0.044,0.047,0.044,0.044,0.045,0.000,0.046,0.050,0.042,0.047,0.044,0.044,0.044,0.044,0.000,0.050,0.041,0.045,0.040,0.132,0.133,0.130,0.125,0.000,0.044,0.045,0.049,0.040,0.038,0.041,0.039,0.034,0.000
15:26:52,0.000,0.043,0.040,0.040,0.042,0.050,0.148,0.039,0.048,0.000,0.040,0.038,0.038,0.039,0.056,0.046,0.047,0.043,0.000,0.046,0.045,0.045,0.151,0.043,0.051,0.047,0.048,0.000,0.044,0.048,0.155,0.041,0.050,0.045,0.044,0.047,0.000,0.044,0.054,0.045,0.048,0.044,0.045,0.046,0.046,0.000,0.054,0.045,0.045,0.042,0.132,0.136,0.127,0.160,0.000,0.139,0.053,0.041,0.043,0.040,0.038,0.041,0.038,0.000
15:26:53,0.000,0.042,0.039,0.039,0.040,0.040,0.151,0.042,0.047,0.000,0.041,0.038,0.039,0.038,0.148,0.047,0.046,0.044,0.000,0.044,0.044,0.044,0.157,0.045,0.048,0.046,0.048,0.000,0.046,0.044,0.152,0.043,0.049,0.046,0.045,0.048,0.000,0.043,0.051,0.043,0.048,0.044,0.046,0.044,0.043,0.000,0.049,0.044,0.043,0.040,0.134,0.129,0.133,0.136,0.000,0.189,0.050,0.040,0.042,0.038,0.040,0.039,0.033,0.000
15:26:54,0.000,0.043,0.039,0.038,0.041,0.042,0.148,0.040,0.049,0.000,0.040,0.037,0.039,0.038,0.149,0.042,0.048,0.043,0.000,0.046,0.044,0.044,0.151,0.042,0.051,0.046,0.045,0.000,0.046,0.045,0.165,0.042,0.050,0.046,0.051,0.047,0.000,0.045,0.051,0.042,0.045,0.044,0.043,0.045,0.044,0.000,0.051,0.041,0.044,0.047,0.129,0.126,0.135,0.129,0.000,0.043,0.052,0.039,0.042,0.038,0.039,0.037,0.035,0.000
15:26:55,0.000,0.045,0.039,0.039,0.039,0.040,0.157,0.039,0.046,0.000,0.040,0.041,0.039,0.039,0.150,0.048,0.049,0.044,0.000,0.046,0.045,0.045,0.159,0.043,0.051,0.047,0.047,0.000,0.045,0.045,0.161,0.041,0.048,0.044,0.044,0.046,0.000,0.046,0.055,0.047,0.046,0.044,0.044,0.046,0.043,0.000,0.050,0.042,0.046,0.042,0.127,0.127,0.130,0.144,0.000,0.140,0.050,0.041,0.039,0.038,0.039,0.039,0.037,0.000
15:26:56,0.000,0.041,0.040,0.042,0.041,0.039,0.158,0.037,0.047,0.000,0.039,0.038,0.038,0.039,0.156,0.045,0.046,0.045,0.000,0.047,0.051,0.047,0.159,0.043,0.049,0.047,0.046,0.000,0.046,0.046,0.052,0.041,0.050,0.046,0.046,0.047,0.000,0.046,0.052,0.043,0.050,0.044,0.045,0.044,0.043,0.000,0.052,0.043,0.045,0.042,0.131,0.135,0.130,0.127,0.000,0.193,0.049,0.040,0.046,0.040,0.038,0.040,0.034,0.000
15:26:57,0.000,0.042,0.041,0.041,0.040,0.040,0.152,0.040,0.046,0.000,0.059,0.037,0.038,0.043,0.166,0.041,0.048,0.046,0.000,0.047,0.044,0.054,0.150,0.045,0.052,0.049,0.060,0.000,0.045,0.046,0.160,0.042,0.048,0.044,0.045,0.047,0.000,0.045,0.158,0.045,0.047,0.044,0.047,0.044,0.041,0.000,0.053,0.044,0.052,0.041,0.132,0.128,0.128,0.132,0.000,0.046,0.046,0.043,0.043,0.039,0.039,0.039,0.035,0.000
15:26:58,0.000,0.044,0.040,0.039,0.040,0.041,0.155,0.040,0.048,0.000,0.039,0.038,0.039,0.038,0.150,0.046,0.046,0.043,0.000,0.045,0.046,0.044,0.168,0.051,0.047,0.044,0.045,0.000,0.047,0.044,0.155,0.045,0.048,0.045,0.045,0.046,0.000,0.045,0.055,0.041,0.046,0.045,0.045,0.045,0.045,0.000,0.051,0.056,0.044,0.040,0.133,0.135,0.156,0.131,0.000,0.048,0.052,0.041,0.043,0.040,0.038,0.046,0.153,0.000
15:26:59,0.000,0.042,0.042,0.038,0.039,0.039,0.195,0.038,0.048,0.000,0.044,0.044,0.039,0.038,0.151,0.043,0.046,0.044,0.000,0.046,0.045,0.046,0.155,0.044,0.049,0.046,0.049,0.000,0.047,0.048,0.153,0.044,0.048,0.045,0.046,0.044,0.000,0.043,0.052,0.042,0.046,0.044,0.046,0.044,0.049,0.000,0.051,0.046,0.046,0.042,0.159,0.134,0.128,0.131,0.000,0.137,0.048,0.045,0.041,0.039,0.038,0.041,0.040,0.000
15:27:00,0.000,0.046,0.055,0.043,0.053,0.067,0.050,0.047,0.069,0.000,0.042,0.045,0.045,0.038,0.152,0.042,0.075,0.042,0.000,0.050,0.042,0.071,0.063,0.054,0.052,0.054,0.060,0.000,0.041,0.044,0.165,0.056,0.049,0.044,0.042,0.046,0.000,0.044,0.041,0.040,0.047,0.047,0.046,0.041,0.064,0.000,0.055,0.060,0.055,0.051,0.043,0.149,0.067,0.138,0.000,0.053,0.049,0.062,0.074,0.043,0.070,0.069,0.050,0.000
15:27:01,0.000,0.046,0.038,0.053,0.052,0.050,0.060,0.046,0.052,0.000,0.040,0.050,0.050,0.042,0.162,0.039,0.068,0.041,0.000,0.050,0.038,0.048,0.063,0.045,0.045,0.066,0.045,0.000,0.046,0.052,0.180,0.053,0.065,0.053,0.037,0.052,0.000,0.059,0.037,0.039,0.058,0.040,0.035,0.066,0.064,0.000,0.048,0.043,0.186,0.066,0.037,0.140,0.062,0.058,0.000,0.052,0.077,0.063,0.038,0.043,0.039,0.060,0.053,0.000
15:27:02,0.000,0.061,0.037,0.043,0.043,0.040,0.146,0.039,0.053,0.000,0.038,0.037,0.050,0.039,0.156,0.037,0.073,0.039,0.000,0.039,0.039,0.046,0.059,0.040,0.056,0.050,0.044,0.000,0.065,0.041,0.150,0.043,0.056,0.041,0.038,0.045,0.000,0.053,0.044,0.049,0.054,0.039,0.036,0.044,0.066,0.000,0.045,0.046,0.185,0.053,0.040,0.154,0.037,0.164,0.000,0.055,0.052,0.043,0.048,0.038,0.057,0.051,0.038,0.000
15:27:03,0.000,0.044,0.039,0.038,0.038,0.039,0.158,0.039,0.057,0.000,0.040,0.036,0.040,0.037,0.162,0.040,0.044,0.037,0.000,0.039,0.037,0.038,0.155,0.051,0.046,0.043,0.038,0.000,0.040,0.039,0.151,0.047,0.043,0.040,0.037,0.039,0.000,0.037,0.052,0.037,0.050,0.037,0.036,0.037,0.038,0.000,0.047,0.039,0.047,0.041,0.040,0.127,0.125,0.127,0.000,0.045,0.055,0.042,0.039,0.038,0.038,0.043,0.037,0.000
15:27:04,0.000,0.043,0.038,0.037,0.037,0.041,0.172,0.041,0.043,0.000,0.038,0.037,0.037,0.040,0.147,0.041,0.051,0.037,0.000,0.038,0.038,0.039,0.153,0.040,0.052,0.043,0.039,0.000,0.038,0.040,0.047,0.045,0.045,0.039,0.037,0.040,0.000,0.038,0.045,0.037,0.051,0.037,0.036,0.037,0.038,0.000,0.045,0.040,0.045,0.042,0.039,0.127,0.132,0.131,0.000,0.041,0.052,0.038,0.038,0.037,0.045,0.047,0.040,0.000
15:27:05,0.000,0.048,0.037,0.038,0.037,0.039,0.153,0.040,0.039,0.000,0.040,0.036,0.040,0.036,0.146,0.036,0.043,0.038,0.000,0.040,0.036,0.040,0.147,0.041,0.045,0.045,0.041,0.000,0.039,0.039,0.047,0.046,0.046,0.038,0.038,0.037,0.000,0.039,0.044,0.047,0.047,0.039,0.038,0.037,0.038,0.000,0.044,0.039,0.046,0.040,0.124,0.133,0.133,0.132,0.000,0.048,0.052,0.040,0.038,0.038,0.037,0.041,0.035,0.000
15:27:06,0.000,0.043,0.038,0.043,0.039,0.045,0.157,0.039,0.041,0.000,0.040,0.036,0.041,0.038,0.157,0.040,0.048,0.045,0.000,0.043,0.046,0.042,0.160,0.042,0.048,0.043,0.043,0.000,0.044,0.041,0.152,0.048,0.051,0.045,0.043,0.044,0.000,0.055,0.041,0.043,0.056,0.042,0.042,0.043,0.043,0.000,0.051,0.043,0.047,0.045,0.136,0.137,0.135,0.139,0.000,0.044,0.053,0.042,0.042,0.039,0.038,0.044,0.148,0.000
15:27:07,0.000,0.042,0.039,0.038,0.038,0.040,0.152,0.043,0.054,0.000,0.038,0.038,0.039,0.038,0.060,0.040,0.049,0.042,0.000,0.050,0.043,0.043,0.181,0.047,0.052,0.046,0.051,0.000,0.047,0.045,0.163,0.045,0.046,0.045,0.045,0.044,0.000,0.044,0.040,0.043,0.048,0.043,0.045,0.048,0.043,0.000,0.056,0.042,0.046,0.046,0.040,0.041,0.041,0.182,0.000,0.146,0.053,0.042,0.043,0.039,0.039,0.040,0.049,0.000
15:27:08,0.000,0.044,0.039,0.041,0.041,0.039,0.158,0.074,0.049,0.000,0.038,0.038,0.039,0.038,0.154,0.041,0.049,0.044,0.000,0.047,0.046,0.043,0.160,0.044,0.052,0.048,0.050,0.000,0.047,0.049,0.175,0.046,0.050,0.047,0.047,0.045,0.000,0.044,0.042,0.042,0.047,0.044,0.045,0.044,0.079,0.000,0.051,0.042,0.048,0.043,0.146,0.138,0.142,0.135,0.000,0.046,0.054,0.043,0.046,0.039,0.040,0.047,0.150,0.000
15:27:09,0.000,0.042,0.037,0.039,0.039,0.038,0.147,0.039,0.049,0.000,0.039,0.037,0.044,0.038,0.053,0.040,0.047,0.045,0.000,0.043,0.043,0.042,0.154,0.044,0.048,0.043,0.044,0.000,0.044,0.044,0.151,0.051,0.052,0.047,0.045,0.048,0.000,0.048,0.041,0.042,0.053,0.044,0.044,0.044,0.044,0.000,0.050,0.044,0.044,0.041,0.129,0.129,0.134,0.129,0.000,0.044,0.049,0.043,0.043,0.039,0.039,0.042,0.170,0.000
15:27:10,0.000,0.045,0.038,0.054,0.038,0.038,0.148,0.046,0.038,0.000,0.039,0.037,0.039,0.038,0.168,0.035,0.048,0.046,0.000,0.043,0.042,0.041,0.149,0.044,0.056,0.046,0.046,0.000,0.044,0.044,0.207,0.044,0.046,0.043,0.043,0.042,0.000,0.042,0.039,0.041,0.051,0.041,0.043,0.044,0.041,0.000,0.048,0.042,0.044,0.040,0.131,0.132,0.126,0.130,0.000,0.044,0.053,0.042,0.042,0.040,0.039,0.040,0.055,0.000
15:27:11,0.000,0.045,0.035,0.035,0.038,0.038,0.161,0.038,0.039,0.000,0.039,0.038,0.043,0.038,0.053,0.043,0.045,0.042,0.000,0.042,0.048,0.041,0.158,0.042,0.046,0.042,0.043,0.000,0.046,0.041,0.152,0.047,0.044,0.046,0.041,0.043,0.000,0.042,0.039,0.040,0.050,0.042,0.041,0.043,0.042,0.000,0.049,0.041,0.045,0.040,0.152,0.133,0.132,0.127,0.000,0.043,0.053,0.042,0.039,0.038,0.038,0.040,0.047,0.000
15:27:12,0.000,0.045,0.038,0.039,0.040,0.038,0.152,0.046,0.040,0.000,0.038,0.039,0.035,0.038,0.053,0.039,0.050,0.042,0.000,0.045,0.046,0.048,0.050,0.042,0.049,0.047,0.047,0.000,0.046,0.044,0.159,0.044,0.046,0.050,0.044,0.044,0.000,0.043,0.040,0.042,0.048,0.042,0.043,0.044,0.043,0.000,0.048,0.043,0.045,0.045,0.041,0.134,0.126,0.130,0.000,0.045,0.048,0.039,0.039,0.038,0.038,0.039,0.046,0.000
15:27:13,0.000,0.046,0.039,0.040,0.039,0.040,0.152,0.046,0.052,0.000,0.041,0.038,0.040,0.038,0.154,0.039,0.051,0.046,0.000,0.046,0.043,0.046,0.051,0.043,0.050,0.048,0.046,0.000,0.046,0.045,0.182,0.044,0.049,0.045,0.045,0.045,0.000,0.046,0.041,0.041,0.045,0.043,0.043,0.046,0.044,0.000,0.052,0.044,0.046,0.040,0.042,0.131,0.136,0.132,0.000,0.045,0.052,0.041,0.039,0.039,0.040,0.040,0.046,0.000
15:27:14,0.000,0.042,0.038,0.040,0.042,0.039,0.152,0.048,0.040,0.000,0.039,0.038,0.037,0.037,0.145,0.039,0.051,0.044,0.000,0.047,0.069,0.043,0.050,0.045,0.056,0.047,0.048,0.000,0.050,0.043,0.151,0.046,0.050,0.044,0.047,0.043,0.000,0.049,0.040,0.040,0.053,0.043,0.045,0.045,0.044,0.000,0.050,0.043,0.051,0.044,0.041,0.134,0.130,0.128,0.000,0.045,0.055,0.040,0.040,0.038,0.039,0.039,0.047,0.000
15:27:15,0.000,0.047,0.039,0.043,0.066,0.040,0.169,0.045,0.040,0.000,0.040,0.037,0.037,0.039,0.154,0.039,0.077,0.048,0.000,0.046,0.045,0.045,0.054,0.045,0.050,0.049,0.051,0.000,0.045,0.046,0.160,0.044,0.048,0.044,0.045,0.044,0.000,0.044,0.042,0.042,0.053,0.043,0.045,0.048,0.042,0.000,0.054,0.043,0.051,0.046,0.046,0.138,0.135,0.132,0.000,0.139,0.051,0.043,0.040,0.037,0.038,0.041,0.050,0.000
15:27:16,0.000,0.047,0.038,0.038,0.040,0.039,0.161,0.047,0.044,0.000,0.039,0.038,0.042,0.037,0.160,0.040,0.050,0.044,0.000,0.047,0.047,0.043,0.072,0.044,0.053,0.054,0.046,0.000,0.047,0.047,0.167,0.049,0.049,0.046,0.045,0.046,0.000,0.044,0.041,0.042,0.047,0.042,0.043,0.045,0.047,0.000,0.053,0.043,0.058,0.047,0.045,0.142,0.132,0.141,0.000,0.146,0.059,0.042,0.045,0.038,0.042,0.039,0.049,0.000
15:27:17,0.000,0.043,0.056,0.039,0.041,0.046,0.152,0.047,0.040,0.000,0.054,0.037,0.038,0.038,0.169,0.039,0.068,0.045,0.000,0.046,0.048,0.044,0.051,0.044,0.053,0.051,0.046,0.000,0.047,0.048,0.158,0.046,0.048,0.041,0.050,0.049,0.000,0.054,0.040,0.042,0.047,0.043,0.047,0.046,0.043,0.000,0.050,0.042,0.173,0.040,0.045,0.133,0.132,0.174,0.000,0.046,0.073,0.042,0.038,0.039,0.038,0.045,0.148,0.000
15:27:18,0.000,0.046,0.038,0.039,0.041,0.041,0.148,0.051,0.038,0.000,0.040,0.038,0.040,0.038,0.141,0.046,0.049,0.045,0.000,0.045,0.045,0.043,0.050,0.049,0.049,0.047,0.046,0.000,0.047,0.044,0.157,0.048,0.048,0.044,0.045,0.045,0.000,0.045,0.039,0.042,0.046,0.050,0.045,0.051,0.043,0.000,0.054,0.045,0.051,0.045,0.041,0.141,0.131,0.132,0.000,0.049,0.050,0.048,0.041,0.043,0.041,0.040,0.046,0.000
